Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX10636091,ILLUMINA raw reads of the Gleditsia fera (Lour) Merr.,Gleditsia fera,Illumina HiSeq 2000,Guizhou university,SRP315371,RNA-seq of genus Gleditsia,SRS8731904,,1937.11,1,21263051,6378915300,7,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10636090,ILLUMINA raw reads of the Gleditsia australis Hemsl.,Gleditsia australis,Illumina HiSeq 2000,Guizhou university,SRP315371,RNA-seq of genus Gleditsia,SRS8731903,,2369.78,1,25596329,7678898700,6,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10636088,ILLUMINA raw reads of the Gymnocladus chinensis Baill,Gymnocladus chinensis,Illumina HiSeq 2000,Guizhou university,SRP315371,RNA-seq of genus Gleditsia,SRS8731901,,1876.16,1,21098178,6329453400,4,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10636087,ILLUMINA raw reads of the Gleditsia japonica,Gleditsia japonica,Illumina HiSeq 2000,Guizhou university,SRP315371,RNA-seq of genus Gleditsia,SRS8731900,,1857.07,1,21256762,6377028600,3,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10636085,ILLUMINA raw reads of the Gleditsia japonica var. delavayi,Gleditsia delavayi,Illumina HiSeq 2000,Guizhou university,SRP315371,RNA-seq of genus Gleditsia,SRS8731898,,1935.14,1,21895572,6568671600,1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10627061,GSM5251157: Ardisia pusilla WT rep2; Ardisia pusilla; RNA-Seq,Ardisia pusilla,Illumina NovaSeq 6000,GEO,SRP315187,Transcriptomic analysis for the identification of metabolic pathway genes related to toluene response in Ardisia pusilla,SRS8724174,,4952.66,1,82594143,16684016886,,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578761,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia valvata,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683258,,2500.51,1,25199628,7559888400,RRAS02519-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578760,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia styracifolia,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683257,,2314.39,1,23667161,7100148300,RRAS02526-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578755,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia fulvicoma,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683252,,2761.64,1,28057368,8417210400,RRAS02525-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578754,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia kolomikta,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683251,,2334.97,1,23728492,7118547600,RRAS02510-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578751,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia indochinensis,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683248,,2780.88,1,28084020,8425206000,RRAS02516-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578749,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia cylindrica,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683246,,2644.59,1,26884024,8065207200,RRAS02527-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10578746,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,Actinidia macrosperma,Illumina HiSeq 2500,Zhejiang University,SRP314429,The genome sequencing and comparative analysis of a wild kiwifruit Actinidia eriantha,SRS8683243,,2752.81,1,28064384,8419315200,RRAS02524-V,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10497681,DZY_1,Zanthoxylum schinifolium,Illumina NovaSeq 6000,Southwest University,SRP313060,green Chinese prickly ash transcriptome Assembly,SRS8628927,,2304.13,1,24921324,7526239848,DZY.R1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10496555,NGS of Zygophyllum xanthoxylon: leave of 40 days seedlings,Zygophyllum xanthoxylon,Illumina HiSeq 2000,Shanxi Normal University,SRP313023,Apical leaflets degeneration of xerophytic plant Zygophyllum xanthoxylon Raw sequence reads,SRS8621672,,9431.96,1,86443901,25885814294,Zx40,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10462755,RNA-Seq of Baccharis sarothroides : BJR4.3,Baccharis sarothroides,NextSeq 500,National Autonomous University of Mexico,SRP312477,Baccharis sarothroides Raw sequence reads,SRS8593520,,3164.72,1,22954792,6899664267,BJR4.3,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10461199,RNA-seq of Morus indica cv                                                                                                                                                                                                                                                                                                                                      V1: Mature leaf,Morus indica,Illumina HiSeq 2000,University of Delhi South Campus,SRP312436,RNA-seq of Morus indica V1 genotype,SRS8592039,,2695.24,1,30306768,6061353600,V1_Leaf_Fwd,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX10188583,RNA-seq of Matucana madisoniorum: HBG13_sty,Matucana madisoniorum,Illumina HiSeq 4000,University of Illinois at Chicago,SRP308526,RNase-based Self-incompatibility in Cacti,SRS8337120,,273.05,1,2396890,685807840,HBG13_sty,RNA-Seq,TRANSCRIPTOMIC,RANDOM
SRX10159497,RNASEQ FOR CITRUS PATHOGEN DETECTION,Clausena harmandiana,Illumina HiSeq 2000,USDA,SRP307823,Transcriptome (RNA-seq) of citrus and citrus relatives for pathogen detection,SRS8311408,,1147.25,1,16731306,3379723812,2,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX10159496,RNASEQ FOR CITRUS PATHOGEN DETECTION,Clausena anisata,Illumina HiSeq 2000,USDA,SRP307823,Transcriptome (RNA-seq) of citrus and citrus relatives for pathogen detection,SRS8311407,,1054.64,1,15429304,3116719408,1,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9865061,Transcriptome analysis of Pandanus amaryllifolius leaf tissue.,Pandanus amaryllifolius,Illumina HiSeq 2500,Savitribai Phule Pune University,SRP302160,Pandanus amaryllifolius,SRS8044757,,1734.59,1,17132001,5139600300,none,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR
SRX9863088,RNA-Seq of Clematis alpina : leaves after heat treatment,Clematis alpina,Illumina HiSeq 4000,Shanghai Normal University,SRP302086,RNA-Seq raw data of Clematis vitalba and Clematis alpina Stolwijk Gold,SRS8042823,,2470.41,1,25522814,7707889828,Sg RNA-seq4,RNA-Seq,TRANSCRIPTOMIC,other
SRX9863084,RNA-Seq of Clematis vitalba: at normal temperature,Clematis vitalba,Illumina HiSeq 4000,Shanghai Normal University,SRP302086,RNA-Seq raw data of Clematis vitalba and Clematis alpina Stolwijk Gold,SRS8042822,,9907.91,1,80002328,24000698400,Cv RNA-seq6,RNA-Seq,TRANSCRIPTOMIC,other
SRX9860624,RNA-seq of Vitis rupestris: suspension cells innoculated with extracellular secretion of diplodia seriata,Vitis rupestris,Illumina HiSeq 2000,Southwest University,SRP301997,RNA-sequencing of grapevine to Botryosphaeria dieback,SRS8041018,,4142.36,1,36259954,10877986200,Ds_2,RNA-Seq,TRANSCRIPTOMIC,other
SRX9797882,RNA-Seq of Michelia compressa,Magnolia compressa,Illumina NovaSeq 6000,"INSTITUTE OF BOTANY, JIANGSU PROVINCE AND CHINESE ",SRP300693,"Transcriptome of flowers, buds, stems, and leaves from Michelia compressa",SRS7982718,,1934.31,1,22084319,6625295700,KX-W Michelia compressa,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX9797511,sequencing of D2,Phyllostachys heteroclada,Illumina HiSeq 2500,South China Botanical Garden,SRP300682,Transcriptome sequencing of degraded shoot,SRS7982583,,1543.65,1,12388975,3122021700,D2,RNA-Seq,TRANSCRIPTOMIC,PCR
SRX9765277,R223,Rhododendron fuyuanense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953539,,2783.91,1,23167724,6950317200,Rhododendron fuyuanense_223,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765276,R222,Rhododendron rhombifolium,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953538,,2742.54,1,23006776,6902032800,Rhododendron rhombifolium_222,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765275,R221,Rhododendron annae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953537,,2607.89,1,23342123,7002636900,Rhododendron annae_221,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765274,R219,Rhododendron ciliicalyx,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953536,,2506.72,1,20934713,6280413900,Rhododendron ciliicalyx_219,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765271,R216,Rhododendron roseatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953534,,2694.36,1,22626741,6788022300,Rhododendron roseatum_216,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765269,R214,Rhododendron excellens,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953531,,2537.71,1,21097090,6329127000,Rhododendron excellens_214,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765266,R208,Rhododendron triflorum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953527,,2583.69,1,23282015,6984604500,Rhododendron triflorum_208,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765264,R199,Rhododendron hemsleyanum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953525,,1913.77,1,15463429,4639028700,Rhododendron hemsleyanum_199,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765263,R198,Rhododendron lukiangense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953526,,2519.84,1,20558272,6167481600,Rhododendron lUnited Kingdomiangense_198,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765262,R197,Rhododendron spiciferum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953524,,2366.23,1,21187535,6356260500,Rhododendron spiciferum_197,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765261,R190,Rhododendron lulangense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953523,,2868.72,1,25740932,7722279600,Rhododendron lulangense_190,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765258,R186,Rhododendron fragariiflorum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953520,,2800.19,1,24943427,7483028100,Rhododendron fragariiflorum_186,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765254,R181,Rhododendron faberi,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953516,,2929.38,1,26530057,7959017100,Rhododendron faberi_181,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765251,R178,Rhododendron oreodoxa,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953513,,2976.92,1,26491113,7947333900,Rhododendron oreodoxa_178,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765249,R174,Rhododendron pingianum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953511,,2803.9,1,24505291,7351587300,Rhododendron pingianum_174,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765248,R8,Rhododendron mucronatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953510,,2788.98,1,25820717,7746215100,Rhododendron mucronatum_8,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765247,R173,Rhododendron calophytum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953509,,2782.31,1,24786732,7436019600,Rhododendron calophytum_173,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765242,R166,Rhododendron beesianum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953504,,2623.84,1,24091279,7227383700,Rhododendron beesianum_166,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765241,R162,Rhododendron hippophaeoides,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953502,,2635.24,1,23059722,6917916600,Rhododendron hippophaeoides_162,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765237,R7,Rhododendron crinigerum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953499,,3278.59,1,30826985,9248095500,Rhododendron crinigerum_7,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765235,R148,Rhododendron coriaceum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953497,,2867.49,1,24190773,7257231900,Rhododendron coriaceum_148,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765234,R142,Rhododendron sinogrande,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953496,,2349.31,1,20008462,6002538600,Rhododendron sinogrande_142,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765233,R135,Rhododendron stamineum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953495,,2579.29,1,22593815,6778144500,Rhododendron stamineum_135,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765231,R133,Rhododendron faithiae,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953493,,2642.35,1,22893203,6867960900,Rhododendron faithiae_133,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765230,R132,Rhododendron coeloneurum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953492,,2699.04,1,23425242,7027572600,Rhododendron coeloneurum_132,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765227,R129,Rhododendron tsariense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953489,,3144.96,1,26458773,7937631900,Rhododendron tsariense_129,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765226,R6,Rhododendron glischrum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953488,,2742.01,1,25438943,7631682900,Rhododendron glischrum_6,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765225,R128,Rhododendron hodgsonii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953486,,2655.06,1,22826225,6847867500,Rhododendron hodgsonii_128,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765224,R123,Rhododendron watsonii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953487,,2704.27,1,23039744,6911923200,Rhododendron watsonii_123,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765222,R121,Rhododendron saluenense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953484,,2893.18,1,24998720,7499616000,Rhododendron saluenense_121,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765220,R118,Rhododendron selense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953482,,2531,1,21459697,6437909100,Rhododendron selense_118,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765218,R116,Rhododendron bainbridgeanum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953480,,3078.68,1,26164190,7849257000,Rhododendron bainbridgeanum_116,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765216,R114,Rhododendron sutchuenense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953478,,2623.3,1,22225736,6667720800,Rhododendron sutchuenense_114,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765214,R108,Rhododendron fulvum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953476,,2821.61,1,24055477,7216643100,Rhododendron fulvum_108,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765212,R99,Rhododendron scabrifolium,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953474,,2674.36,1,22566433,6769929900,Rhododendron scabrifolium_99,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765211,R87,Rhododendron kyawii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953473,,2431.23,1,22009320,6602796000,Rhododendron kyawii_87,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765210,R83,Rhododendron kongboense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953472,,3042.89,1,27037218,8111165400,Rhododendron kongboense_83,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765209,R81,Rhododendron thomsonii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953471,,2259.33,1,20076439,6022931700,Rhododendron thomsonii_81,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765208,R78,Rhododendron pendulum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953470,,3139.57,1,28020516,8406154800,Rhododendron pendulum_78,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765207,R76,Rhododendron sidereum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953469,,2841.2,1,25053044,7515913200,Rhododendron sidereum_76,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765206,R71,Rhododendron lanatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953468,,2517.38,1,22238192,6671457600,Rhododendron lanatum_71,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765205,R69,Rhododendron semnoides,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953467,,2998.33,1,26588827,7976648100,Rhododendron semnoides_69,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765204,R4,Rhododendron uvariifolium,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953466,,2935.22,1,27626073,8287821900,Rhododendron uvariifolium_4,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765203,R66,Rhododendron maculiferum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953465,,2995.67,1,26458489,7937546700,Rhododendron maculiferum_66,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765202,R57,Rhododendron maoerense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953464,,2499.59,1,22178137,6653441100,Rhododendron maoerense_57,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765200,R51,Rhododendron augustinii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953462,,2295.72,1,22457356,6737206800,Rhododendron augustinii_51,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765199,R46,Rhododendron polylepis,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953461,,2802.97,1,26507654,7952296200,Rhododendron polylepis_46,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765194,R19s,Rhododendron grande,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953455,,2894.06,1,29502547,7080611280,Rhododendron grande_19s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765192,R11s,Rhododendron redowskianum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953454,,3525.91,1,32594247,8148561750,Rhododendron redowskianum_11s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765191,R10s,Rhododendron racemosum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953453,,2404.97,1,22233927,5558481750,Rhododendron racemosum_10s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765190,R08s,Rhododendron mekongense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953452,,4261.05,1,39722166,9930541500,Rhododendron mekongense_08s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765189,R07s,Rhododendron hunnewellianum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953450,,3878.23,1,35260070,8815017500,Rhododendron hunnewellianum_07s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765187,R05s,Rhododendron lutescens,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953449,,4727.21,1,44014949,11003737250,Rhododendron lutescens_05s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765186,R01s,Rhododendron moupinense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953447,,4966.45,1,46009281,11502320250,Rhododendron moupinense_01s,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765184,RHR73,Rhododendron tsoi,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953446,,4369.61,1,23669562,7100868600,Rhododendron tsoi_HR73,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765180,RHR67,Rhododendron canadense,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953442,,3857.21,1,29091878,5818375600,Rhododendron  canadense_HR67,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765179,RHR66,Rhododendron occidentale,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953441,,5392.66,1,41832244,8366448800,Rhododendron  occidentale_HR66,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765178,RHR65,Rhododendron ponticum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953439,,5041.81,1,39294614,7858922800,Rhododendron  ponticum_HR65,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765177,R41,Rhododendron arizelum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953440,,2163.4,1,20573228,6171968400,Rhododendron arizelum_41,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765176,RHR64,Rhododendron wardii,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953438,,3558.65,1,28010448,5602089600,Rhododendron wardii_HR64,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765168,RHR50,Rhododendron hirsutum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953430,,6058.46,1,46614818,9322963600,Rhododendron hirsutum_HR50,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765167,RHR49,Rhododendron albiflorum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953429,,4291.48,1,33674177,6734835400,Rhododendron albiflorum_HR49,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765166,R40,Rhododendron lepidotum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953428,,2631.99,1,24898279,7469483700,Rhododendron lepidotum_40,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765165,RHR47,Rhododendron ferrugineum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953427,,5706.96,1,44922635,8984527000,Rhododendron ferrugineum_HR47,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765162,R232,Rhododendron ciliatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953424,,2837.29,1,25017834,7505350200,Rhododendron ciliatum_232,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765161,R18,Rhododendron strigosum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953423,,3075.1,1,28592186,8577655800,Rhododendron strigosum_18,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765160,R2,Rhododendron virgatum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953422,,2584.72,1,24355489,7306646700,Rhododendron virgatum_2,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765156,RHR42,Rhododendron hypoleucum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953418,,4884.97,1,38378257,7675651400,Rhododendron hypoleucum_HR42,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765152,RHR38,Rhododendron camtschaticum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953414,,4383.8,1,33830888,6766177600,Rhododendron camtschaticum_HR38,RNA-Seq,TRANSCRIPTOMIC,cDNA
SRX9765151,R38,Rhododendron vellereum,Illumina HiSeq 2500,State Key Laboratory of Systematic and Evolutionar,SRP299925,the dataset of Rhododendron,SRS7953413,,3834.42,1,36574861,10972458300,Rhododendron vellereum_38,RNA-Seq,TRANSCRIPTOMIC,cDNA
